,reaction_id,description,EC_number,reaction_elemental_balance,new_reaction_enter_db,reaction_equation,reaction,reaction_formula,old_database_dG0prime (kcal/mol),old_database_reaction_type,old_database_elemental_balance,Jankowski_drG0_prime(kcal/mol)_pH7_I0_1M,Jankowski_SE(dGr)(kcal/mol),Jankowski_Reason,pH_7.0_dG0_prime (kJ/mol),pH_7.0_dG0_prime (kcal/mol),pH_7.0_dG0_std (kJ/mol),pH_7.0_dG0_std (kcal/mol),pH_7.0_sqrt_Sigma (kJ/mol),dG_cannot_estimate_by_component_contribution,pH_7.0_dG_prime_lo (kJ/mol),pH_7.0_dG_prime_up (kJ/mol),rxntype_curated,rxntype_from_dG,reaction_type,lower_bound (mmol/gDW h),upper_bound (mmol/gDW h),specific_activity,reversed_specific_activity
52,R00086,ATP phosphohydrolase,3.6.1.3;3.6.1.5;3.6.1.8;3.6.1.15;3.6.3.1;3.6.3.2;3.6.3.3;3.6.3.4;3.6.3.5;3.6.3.6;3.6.3.7;3.6.3.8;3.6.3.9;3.6.3.10;3.6.3.11;3.6.3.12;3.6.3.14;3.6.3.15;3.6.3.16;3.6.3.17;3.6.3.18;3.6.3.19;3.6.3.20;3.6.3.21;3.6.3.22;3.6.3.23;3.6.3.24;3.6.3.25;3.6.3.26;3.6.3.27;3.6.3.28;3.6.3.29;3.6.3.30;3.6.3.31;3.6.3.32;3.6.3.33;3.6.3.34;3.6.3.35;3.6.3.36;3.6.3.37;3.6.3.38;3.6.3.39;3.6.3.40;3.6.3.41;3.6.3.42;3.6.3.43;3.6.3.44;3.6.3.46;3.6.3.47;3.6.3.48;3.6.3.49;3.6.3.50;3.6.3.51;3.6.3.52;3.6.3.53;3.6.3.54;3.6.4.1;3.6.4.2;3.6.4.3;3.6.4.4;3.6.4.5;3.6.4.6;3.6.4.7;3.6.4.8;3.6.4.9;3.6.4.10;3.6.4.11;3.6.4.12;3.6.4.13,All balanced,1,ATP + H2O <=> ADP + Orthophosphate,C00002 + C00001 <=> C00008 + C00009,C10H16N5O13P3 + H2O <=> C10H15N5O10P2 + H3PO4,-28.3,0.0,All balanced,-6.817,0.717554,0,-26.39751512,-6.30916449877072,0.307902250336,0.073590404,0.307901912,0,-89.18212611,-3.566747492,0.0,0,0,0,1000,4.435071538913624,0.0001011456396640577
53,R00087,ATP diphosphohydrolase (diphosphate-forming); ATP pyrophosphohydrolase,3.6.1.8,All balanced,1,ATP + H2O <=> AMP + Diphosphate,C00002 + C00001 <=> C00020 + C00013,C10H16N5O13P3 + H2O <=> C10H14N5O7P + H4P2O7,-37.4,3.0,All balanced,-8.243,0.748021,0,-34.45454285,-8.2348424684071,0.580501829128,0.138743267,0.580501188,0,-97.23915384,-11.62377522,0.0,0,0,0,1000,29.66566677274664,2.757757488498932e-05
54,R00088,ATP aminohydrolase,3.5.4.17;3.5.4.18,All balanced,1,ATP + H2O <=> ITP + Ammonia,C00002 + C00001 <=> C00081 + C00014,C10H16N5O13P3 + H2O <=> C10H15N4O14P3 + NH3,-25.6,0.0,All balanced,-8.483,1.31518,0,-57.81655619,-13.8185038287471,3.581626457312,0.856029268,3.581622503,0,-120.6011672,-34.98578856,,0,0,0,1000,33.63648259106877,6.483294777189076e-07
55,R00089,"ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)",4.6.1.1,All balanced,1,"ATP <=> 3',5'-Cyclic AMP + Diphosphate",C00002 <=> C00575 + C00013,C10H16N5O13P3 <=> C10H12N5O6P + H4P2O7,11.4,0.0,All balanced,1.05,2.1824,0,7.043131888,1.68335078002333,0.999098807664,0.238790346,0.999097706,0,-55.7414791,29.87389952,0.0,1,0,0,1000,21.75538428457825,349.6883162591252
56,R00090,NADH:hydrogen-peroxide oxidoreductase,1.11.1.1,All balanced,1,Hydrogen peroxide + NADH + H+ <=> NAD+ + 2 H2O,C00027 + C00004 + C00080 <=> C00003 + 2 C00001,H2O2 + C21H29N7O14P2 + H <=> C21H28N7O14P2 + 2 H2O,-319.8,3.0,All balanced,-77.064,1.53103,0,-326.5001268,-78.0354893059608,3.28858197172,0.785989955,3.288578341,0,-349.3308945,-263.7155159,,0,0,0,1000,7.305588687222864,9.710437205182276e-57
57,R00091,CoA:NAD+ oxidoreductase,,All balanced,1,NAD+ + 2 CoA <=> CoA-disulfide + NADH + H+,C00003 + 2 C00010 <=> C02015 + C00004 + C00080,C21H28N7O14P2 + 2 C21H36N7O16P3S <=> C42H70N14O32P6S2 + C21H29N7O14P2 + H,-16.2,1.0,All balanced,2.918,2.03765,0,-6.372388677,-1.52303912813506,3.35151376676,0.801031015,3.351510065,0,-57.74161585,84.95068185,,1,1,-1000,1000,3.693174113065779,
58,R00092,Fe2+:NAD+ oxidoreductase; NADH:Fe3+ oxidoreductase,1.16.1.7,COPNS balanced. H (2.0),1,NAD+ + 2 Fe2+ <=> NADH + H+ + 2 Fe3+,C00003 + 2 C14818 <=> C00004 + C00080 + 2 C14819,C21H28N7O14P2 + 2 Fe <=> C21H29N7O14P2 + H + 2 Fe,1000000.0,1.0,COPNS balanced. H (1.0),50.3,1.75899,0,206.5139429,49.3580714367574,8.391005736552,2.005498503,8.390996472,0,120.8985643,292.1293215,,2,2,-1000,0,0.5742821606144493,
59,R00093,L-glutamate:NAD+ oxidoreductase (transaminating),1.4.1.14,All balanced,1,2 L-Glutamate + NAD+ <=> L-Glutamine + 2-Oxoglutarate + NADH + H+,2 C00025 + C00003 <=> C00064 + C00026 + C00004 + C00080,2 C5H9NO4 + C21H28N7O14P2 <=> C5H10N2O3 + C5H6O5 + C21H29N7O14P2 + H,50.5,2.0,All balanced,13.41,1.24978,0,49.34986653,11.7949141998692,0.91164414512,0.21788818,0.911643137,0,-36.26551209,134.9652452,,1,1,-1000,1000,7.772815451752409,4725864246.545407
60,R00094,glutathione:NAD+ oxidoreductase,1.8.1.7,All balanced,1,2 Glutathione + NAD+ <=> Glutathione disulfide + NADH + H+,2 C00051 + C00003 <=> C00127 + C00004 + C00080,2 C10H17N3O6S + C21H28N7O14P2 <=> C20H32N6O12S2 + C21H29N7O14P2 + H,10.0,1.0,All balanced,2.918,2.03765,0,16.44480845,3.9304078884007,0.85164686124,0.203548485,0.851645922,0,-34.92441872,107.767879,,1,1,-1000,1000,14.02368329088589,9852.136193373286
61,R00095,NADH:monodehydroascorbate oxidoreductase,1.6.5.4,All balanced,1,NAD+ + 2 Ascorbate <=> NADH + 2 Monodehydroascorbate + H+,C00003 + 2 C00072 <=> C00004 + 2 C01041 + C00080,C21H28N7O14P2 + 2 C6H8O6 <=> C21H29N7O14P2 + 2 C6H7O6 + H,60.5,2.0,All balanced,Not calculated,Not calculated,Charge imbalanced,-89.50432077,-21.3920696899546,200000.22084184,47801.20001,200000.0,1,0.0,0.0,,1,1,-1000,1000,10.01342216831334,10.01342216831334
62,R00097,NADH:cob(III)alamine oxidoreductase,1.16.1.3,All balanced,1,NAD+ + 2 Cob(II)alamin + 2 H2O + H+ <=> NADH + 2 Aquacob(III)alamin,C00003 + 2 C00541 + 2 C00001 + C00080 <=> C00004 + 2 C00992,C21H28N7O14P2 + 2 C62H88CoN13O14P + 2 H2O + H <=> C21H29N7O14P2 + 2 C62H90CoN13O15P,1000000.0,1.0,COPNS balanced. H (1.0),Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms,-123.4702501,-29.5101305954006,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.07366189529772749,0.07366189529772749
63,R00099,cob(I)alamin:NAD+ oxidoreductase; NADH:cob(II)alamin oxidoreductase,1.16.1.4,All balanced,1,NAD+ + 2 Cob(I)alamin <=> NADH + H+ + 2 Cob(II)alamin,C00003 + 2 C00853 <=> C00004 + C00080 + 2 C00541,C21H28N7O14P2 + 2 C62H89CoN13O14P <=> C21H29N7O14P2 + H + 2 C62H88CoN13O14P,1000000.0,1.0,Not balanced: COPN,Not calculated,Not calculated,Involves compounds with unlabeded atoms,38.71654859,9.25348741230154,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.0002454316975864783,0.0002454316975864783
64,R00102,NAD+ glycohydrolase,3.2.2.5;3.2.2.6;3.5.1.-,COPNS balanced. H (-1.0),1,NAD+ + H2O <=> Nicotinamide + ADP-ribose,C00003 + C00001 <=> C00153 + C00301,C21H28N7O14P2 + H2O <=> C6H6N2O + C15H23N5O14P2,-2285.5,0.0,COPNS balanced. H (-1.0),-3.673,1.02208,0,-34.94851227,-8.35290412360362,3.22685575444,0.771237035,3.226852193,0,-97.73312326,-12.11774464,,0,0,0,1000,3.330137099694252,0.001442006350461684
65,R00103,NAD+ phosphohydrolase,3.6.1.9;3.6.1.22,COPNS balanced. H (-1.0),1,NAD+ + H2O <=> AMP + Nicotinamide D-ribonucleotide,C00003 + C00001 <=> C00020 + C00455,C21H28N7O14P2 + H2O <=> C10H14N5O7P + C11H15N2O8P,-2294.7,0.0,COPNS balanced. H (-1.0),-9.313,0.746895,0,-36.00997085,-8.6065990929751,3.016524103776,0.720966564,3.016520773,0,-98.79458184,-13.17920322,,0,0,0,1000,16.13464434290764,3.099943495265118e-06
66,R00104,ATP:NAD+ 2'-phosphotransferase,2.7.1.23,All balanced,1,ATP + NAD+ <=> ADP + NADP+,C00002 + C00003 <=> C00008 + C00006,C10H16N5O13P3 + C21H28N7O14P2 <=> C10H15N5O10P2 + C21H29N7O17P3,862.1,2.0,All balanced,-4.5,0.23673,0,-11.83128184,-2.82774734745104,2.960141092984,0.707490701,2.960137826,0,-68.90820092,45.24563724,,1,1,-1000,1000,2.393359827807346,0.00129882402750066
67,R00105,ATP:NADH 2'-phosphotransferase,2.7.1.86,All balanced,1,ATP + NADH <=> ADP + NADPH,C00002 + C00004 <=> C00008 + C00005,C10H16N5O13P3 + C21H29N7O14P2 <=> C10H15N5O10P2 + C21H30N7O17P3,860.4,2.0,All balanced,-4.5,0.23673,0,-10.85180309,-2.59364604932854,2.979552342584,0.712130101,2.979549054,0,-67.92872217,46.22511598,,1,1,-1000,1000,3.125361275689926,0.001715574962952014
68,R00106,NADPH:ferricytochrome oxidoreductase,1.6.2.4,All balanced,1,NADPH + 2 Ferricytochrome <=> NADP+ + 2 Ferrocytochrome + H+,C00005 + 2 C00923 <=> C00006 + 2 C00924 + C00080,C21H30N7O17P3 + 2 C33H30FeN4O4 <=> C21H29N7O17P3 + 2 C33H30FeN4O4 + H,1000000.0,1.0,COPNS balanced. H (-1.0),Not calculated,Not calculated,Involves unknown structures,-36.2759255,-8.670163850053,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
69,R00107,cob(II)alamin:NADP+ oxidoreductase; NADPH:aquacob(III)alamin oxidoreductase,1.16.1.5,All balanced,1,NADPH + 2 Aquacob(III)alamin <=> NADP+ + 2 Cob(II)alamin + 2 H2O + H+,C00005 + 2 C00992 <=> C00006 + 2 C00541 + 2 C00001 + C00080,C21H30N7O17P3 + 2 C62H90CoN13O15P <=> C21H29N7O17P3 + 2 C62H88CoN13O14P + 2 H2O + H,1000000.0,1.0,COPNS balanced. H (-1.0),Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms,125.9108732,30.0934541600392,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.3615472634532863,0.3615472634532863
70,R00111,"N-(omega)-Hydroxyarginine,NADPH:oxygen oxidoreductase (nitric-oxide-forming)",1.14.13.39;1.14.13.165,All balanced,1,NADPH + 2 N(omega)-Hydroxyarginine + 2 Oxygen + H+ <=> NADP+ + 2 Nitric oxide + 2 L-Citrulline + 2 H2O,C00005 + 2 C05933 + 2 C00007 + C00080 <=> C00006 + 2 C00533 + 2 C00327 + 2 C00001,C21H30N7O17P3 + 2 C6H14N4O3 + 2 O2 + H <=> C21H29N7O17P3 + 2 NO + 2 C6H13N3O3 + 2 H2O,1000000.0,1.0,All balanced,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms,44.83399986,10.7155949705392,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.9529327364509832,0.9529327364509832
71,R00112,NADPH:NAD+ oxidoreductase,1.6.1.1;1.6.1.2;1.6.1.3,All balanced,1,NADPH + NAD+ <=> NADP+ + NADH,C00005 + C00003 <=> C00006 + C00004,C21H30N7O17P3 + C21H28N7O14P2 <=> C21H29N7O17P3 + C21H29N7O14P2,1.7,1.0,All balanced,0,2,0,-0.979478743,-0.234101296449458,0.339553934192,0.081155338,0.33955356,0,-58.05639782,56.09744034,,1,1,-1000,1000,12.49988037552514,8.372084390976847
72,R00113,NADPH:hydrogen-peroxide oxidoreductase,1.11.1.2,All balanced,1,Hydrogen peroxide + NADPH + H+ <=> NADP+ + 2 H2O,C00027 + C00005 + C00080 <=> C00006 + 2 C00001,H2O2 + C21H30N7O17P3 + H <=> C21H29N7O17P3 + 2 H2O,-318.1,0.0,All balanced,-77.064,1.53103,0,-327.4796056,-78.2695906160336,3.294970077816,0.787516749,3.294966439,0,-350.3103732,-264.6949946,,0,0,0,1000,10.97668068412216,1.211185799277918e-56
73,R00114,L-Glutamate:NADP+ oxidoreductase (transaminating),1.4.1.13,All balanced,1,2 L-Glutamate + NADP+ <=> L-Glutamine + 2-Oxoglutarate + NADPH + H+,2 C00025 + C00006 <=> C00064 + C00026 + C00005 + C00080,2 C5H9NO4 + C21H29N7O17P3 <=> C5H10N2O3 + C5H6O5 + C21H30N7O17P3 + H,48.8,2.0,All balanced,13.41,1.24978,0,50.32934528,12.0290154979917,0.952837072784,0.227733526,0.952836021,0,-35.28603334,135.9447239,,1,1,-1000,1000,11.88324879019183,10250982886.40971
74,R00115,glutathione:NADP+ oxidoreductase,1.8.1.7,All balanced,1,2 Glutathione + NADP+ <=> Glutathione disulfide + NADPH + H+,2 C00051 + C00006 <=> C00127 + C00005 + C00080,2 C10H17N3O6S + C21H29N7O17P3 <=> C20H32N6O12S2 + C21H30N7O17P3 + H,8.3,1.0,All balanced,2.918,2.03765,0,17.42428719,4.16450918413314,0.79150267712,0.18917368,0.791501801,0,-33.94493998,108.7473577,,1,1,-1000,1000,14.02368329088589,14653.98508999635
75,R00118,NADP+ 2'-phosphohydrolase,3.1.3.-,All balanced,1,NADP+ + H2O <=> Orthophosphate + NAD+,C00006 + C00001 <=> C00009 + C00003,C21H29N7O17P3 + H2O <=> H3PO4 + C21H28N7O14P2,-890.4,0.0,All balanced,-2.317,0.735634,0,-14.56623329,-3.48141715370974,2.976111404248,0.711307697,2.976108119,0,-77.35084427,8.264534346,,1,1,-1000,1000,0.0,
76,R00119,NADP+:nicotinate ADP-ribosyltransferase,2.4.99.20,All balanced,1,NADP+ + Nicotinate <=> Nicotinamide + Nicotinic acid adenine dinucleotide phosphate,C00006 + C00253 <=> C00153 + C13051,C21H29N7O17P3 + C6H5NO2 <=> C6H6N2O + C21H28N6O18P3,-3159.5,0.0,COPNS balanced. H (-1.0),-3.673,1.02208,0,-9.258831752,-2.21291634171851,3.107066198496,0.742606644,3.107062769,0,-66.33575083,47.81808733,,1,1,-1000,1000,0.940533875088303,0.0005653691904504345
77,R00120,glutathione:oxygen oxidoreductase,1.8.3.3,All balanced,1,Oxygen + 2 Glutathione <=> Glutathione disulfide + Hydrogen peroxide,C00007 + 2 C00051 <=> C00127 + C00027,O2 + 2 C10H17N3O6S <=> C20H32N6O12S2 + H2O2,-119.9,0.0,All balanced,-28.7917,1.88626,0,-116.9875365,-27.960723148719,4.301130121864,1.027994771,4.301125373,0,-168.3567637,-25.66446597,,0,0,0,1000,272.0000000000001,4.009032409182373e-19
78,R00122,ADP phosphohydrolase,3.6.1.5,All balanced,1,ADP + H2O <=> AMP + Orthophosphate,C00008 + C00001 <=> C00020 + C00009,C10H15N5O10P2 + H2O <=> C10H14N5O7P + H3PO4,-30.0,0.0,All balanced,-6.817,0.717554,0,-23.83793886,-5.69741041517316,0.316878959576,0.075735889,0.316878608,0,-86.62254984,-1.007171227,0.0,0,0,0,1000,2.914180587015702,0.0001823115151294265
79,R00123,ADP aminohydrolase,3.5.4.7;3.5.4.17,All balanced,1,ADP + H2O <=> IDP + Ammonia,C00008 + C00001 <=> C00104 + C00014,C10H15N5O10P2 + H2O <=> C10H14N4O11P2 + NH3,-25.5,0.0,All balanced,-8.483,1.31518,0,-61.53420029,-14.7070430745117,3.85589389984,0.92158076,3.855889644,0,-124.3188113,-38.70343266,,0,0,0,1000,15.58913207569374,2.531280257318748e-07
80,R00125,"P1,P4-bis(5'-adenosyl)-tetraphosphate nucleotidebisphosphohydrolase",3.6.1.41,All balanced,1,"P1,P4-Bis(5'-adenosyl)tetraphosphate + H2O <=> 2 ADP",C01260 + C00001 <=> 2 C00008,C20H28N10O19P4 + H2O <=> 2 C10H15N5O10P2,-44.4,0.0,All balanced,-9.313,0.746895,0,-35.84689352,-8.56762263264112,9.32173828128,2.22794892,9.32172799,0,-98.63150451,-13.01612589,,0,0,0,1000,0.06199999999999999,9.502151193624047e-09
81,R00126,ADP:ATP adenylyltransferase,2.7.7.53,All balanced,1,"ADP + ATP <=> Orthophosphate + P1,P4-Bis(5'-adenosyl)tetraphosphate",C00008 + C00002 <=> C00009 + C01260,C10H15N5O10P2 + C10H16N5O13P3 <=> H3PO4 + C20H28N10O19P4,16.1,0.0,All balanced,2.496,0.736864,0,9.449378395,2.25845813267537,9.320545355936,2.227663804,9.320535065,0,-47.62754068,66.52629747,0.0,1,0,0,1000,0.1098770012857938,7.361169870853861
82,R00127,ATP:AMP phosphotransferase,2.7.4.3,All balanced,1,ATP + AMP <=> 2 ADP,C00002 + C00020 <=> 2 C00008,C10H16N5O13P3 + C10H14N5O7P <=> 2 C10H15N5O10P2,1.7,1.0,All balanced,0,2,0,-2.559576265,-0.61175408479259,0.161332081912,0.038559293,0.161331902,0,-59.63649534,54.51734281,,1,1,-1000,1000,113.5372132239283,39.80781341914496
83,R00128,Adenosine-tetraphosphate phosphohydrolase,3.6.1.14,All balanced,1,Adenosine tetraphosphate + H2O <=> ATP + Orthophosphate,C03483 + C00001 <=> C00002 + C00009,C10H17N5O16P4 + H2O <=> C10H16N5O13P3 + H3PO4,-36.2,0.0,All balanced,-6.817,0.717554,0,-32.38856072,-7.74106034344432,2.977053502976,0.711532864,2.977050218,0,-95.1731717,-9.557793085,0.0,0,0,0,1000,20.83,0.0001497486519224989
84,R00129,"(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide hydro-lyase (ATP-hydrolysing, NADH-forming)",4.2.1.93,All balanced,1,"ATP + (6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide <=> ADP + Orthophosphate + NADH",C00002 + C04856 <=> C00008 + C00009 + C00004,C10H16N5O13P3 + C21H31N7O15P2 <=> C10H15N5O10P2 + H3PO4 + C21H29N7O14P2,2187.8,2.0,All balanced,-13.104,0.855465,0,-55.22747133,-13.199697012698,3.649331773768,0.872211227,3.649327744,0,-146.5505419,-3.858244156,,0,0,0,1000,4.483180017731192,1.087990868852893e-09
85,R00130,ATP:dephospho-CoA 3'-phosphotransferase,2.7.1.24,All balanced,1,ATP + Dephospho-CoA <=> ADP + CoA,C00002 + C00882 <=> C00008 + C00010,C10H16N5O13P3 + C21H35N7O13P2S <=> C10H15N5O10P2 + C21H36N7O16P3S,-11.9,0.0,All balanced,-4.5,0.23673,0,3.653109156,0.873115006938936,2.960141092984,0.707490701,2.960137826,0,-53.42380992,60.73002823,0.0,1,0,0,1000,1.472342031765722,0.0009539858667758572
86,R00131,Urea amidohydrolase,3.5.1.5,All balanced,1,Urea + H2O <=> CO2 + 2 Ammonia,C00086 + C00001 <=> C00011 + 2 C00014,CH4N2O + H2O <=> CO2 + 2 NH3,-24.8,0.0,All balanced,-5.753,1.32288,0,-29.91227568,-7.14921336117408,4.597822812784,1.098906026,4.597817735,0,-126.9430381,-12.78919996,,0,0,0,1000,33.86829399254477,0.001071614433996233
87,R00132,carbonate hydro-lyase (carbon-dioxide-forming); carbonic acid hydro-lyase,4.2.1.1,All balanced,1,Carbonic acid <=> CO2 + H2O,C01353 <=> C00011 + C00001,H2CO3 <=> CO2 + H2O,1000000.0,1.0,All balanced,0.843,0.866025,0,3.170557313,0.757782221150878,4.260894141944,1.018378141,4.260889437,0,-25.36790223,31.70901685,,1,1,-1000,1000,15.90516568363089,64.68615812092612
88,R00134,formate:NADP+ oxidoreductase,1.2.1.43,All balanced,1,Formate + NADP+ <=> CO2 + NADPH + H+,C00058 + C00006 <=> C00011 + C00005 + C00080,CH2O2 + C21H29N7O17P3 <=> CO2 + C21H30N7O17P3 + H,-16.1,1.0,COPNS balanced. H (-1.0),-3.09,1.26256,0,-13.11503722,-3.13457258580332,3.31442172812,0.792165805,3.314418071,0,-70.1919563,43.96188186,,1,1,-1000,1000,2.019956151657456,0.01064477505628114
89,R00137,ATP:nicotinamide-nucleotide adenylyltransferase,2.7.7.1;2.7.7.18,COPNS balanced. H (1.0),1,ATP + Nicotinamide D-ribonucleotide <=> Diphosphate + NAD+,C00002 + C00455 <=> C00013 + C00003,C10H16N5O13P3 + C11H15N2O8P <=> H4P2O7 + C21H28N7O14P2,2257.3,0.0,COPNS balanced. H (1.0),1.07,0.746895,0,1.555427998,0.371756624089988,2.960141092984,0.707490701,2.960137826,0,-55.52149108,58.63234708,0.0,1,0,0,1000,1.159980949848932,5.441850538198008
90,R00138,Triphosphate phosphohydrolase,3.6.1.25,All balanced,1,Triphosphate + H2O <=> Diphosphate + Orthophosphate,C00536 + C00001 <=> C00013 + C00009,P3H5O10 + H2O <=> H4P2O7 + H3PO4,1000000.0,1.0,All balanced,Not calculated,Not calculated,Involves groups with unknown energies,-31.82075886,-7.60535229209316,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.01770775755319627,0.01770775755319627
91,R00139,ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase,2.7.4.6,All balanced,1,2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate + ATP <=> 2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate + ADP,C11038 + C00002 <=> C11039 + C00008,C10H17N3O11P2 + C10H16N5O13P3 <=> C10H18N3O14P3 + C10H15N5O10P2,0.0,1.0,All balanced,0,2,0,2.663940889,0.636697856116334,1.259480755,0.301023125,1.259479365,0,-54.41297819,59.74085997,,1,1,-1000,1000,406.4423532244828,1105.353189825054
92,R00140,ATP:5-hydroxymethyldeoxycytidylate phosphotransferase,2.7.4.12,All balanced,1,2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate + ADP <=> 5-Hydroxymethyldeoxycytidylate + ATP,C11038 + C00008 <=> C03997 + C00002,C10H17N3O11P2 + C10H15N5O10P2 <=> C10H16N3O8P + C10H16N5O13P3,-1.7,1.0,All balanced,0,2,0,-0.180023447,-0.043026683973682,1.27618570972,0.305015705,1.276184302,0,-57.25694253,56.89689563,,1,1,-1000,1000,24.16,22.4342517119749
93,R00141,ATP:ammonia phosphotransferase,2.7.3.8,All balanced,1,ATP + Ammonia <=> ADP + Phosphoramidate,C00002 + C00014 <=> C00008 + C02306,C10H16N5O13P3 + NH3 <=> C10H15N5O10P2 + PNH4O3,-150.2,0.0,All balanced,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies,-37.20558054,-8.89235698254324,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.0,
94,R00143,ammonia:NAD+ oxidoreductase; NADH:hydroxylamine oxidoreductase,1.7.1.10;1.7.99.1,All balanced,1,Ammonia + NAD+ + H2O <=> Hydroxylamine + NADH + H+,C00014 + C00003 + C00001 <=> C00192 + C00004 + C00080,NH3 + C21H28N7O14P2 + H2O <=> NH3O + C21H29N7O14P2 + H,1000000.0,1.0,COPNS balanced. H (1.0),22.9716,1.49308,0,-82.2796618,-19.6653328481708,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,3.072093880438432,216345165874214784
95,R00149,"Carbon-dioxide:ammonia ligase (ADP-forming,carbamate-phosphorylating)",6.3.4.16,All balanced,1,2 ATP + Ammonia + CO2 + H2O <=> 2 ADP + Orthophosphate + Carbamoyl phosphate,2 C00002 + C00014 + C00011 + C00001 <=> 2 C00008 + C00009 + C00169,2 C10H16N5O13P3 + NH3 + CO2 + H2O <=> 2 C10H15N5O10P2 + H3PO4 + CH4NO5P,-26.7,0.0,All balanced,-7.377,1.16074,0,-0.023832094,-0.005696013458564,4.008301576696,0.958007069,4.008297153,0,-114.1776703,114.1300061,0.0,1,0,0,1000,0.4648358286559084,5.505524208891926e-05
96,R00150,ATP:carbamate phosphotransferase,2.7.2.2,All balanced,1,ATP + Ammonia + CO2 <=> ADP + Carbamoyl phosphate,C00002 + C00014 + C00011 <=> C00008 + C00169,C10H16N5O13P3 + NH3 + CO2 <=> C10H15N5O10P2 + CH4NO5P,1.5,0.0,All balanced,-0.56,0.895919,0,26.37368303,6.30346848626818,4.00474654068,0.957157395,4.004742119,0,-24.99554414,117.6967536,0.0,1,0,0,1000,400.6100618156216,1371.926083855784
97,R00152,hydrogen cyanide aminohydrolase,3.5.5.-,All balanced,1,Hydrogen cyanide + 2 H2O <=> Ammonia + Formate,C01326 + 2 C00001 <=> C00014 + C00058,CHN + 2 H2O <=> NH3 + CH2O2,1000000.0,3.0,Not balanced: O,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced,-73.68075869,-17.6101434114621,3.457972261904,0.826475206,3.457968442,0,-136.4653697,-50.84999105,,0,0,0,1000,3.221196536678081,
98,R00155,UDP phosphohydrolase,3.6.1.5;3.6.1.6,All balanced,1,UDP + H2O <=> UMP + Orthophosphate,C00015 + C00001 <=> C00105 + C00009,C9H14N2O12P2 + H2O <=> C9H13N2O9P + H3PO4,-29.9,0.0,All balanced,-6.817,0.717554,0,-21.24779798,-5.07835120400788,3.22115892464,0.76987546,3.221155368,0,-84.03240896,1.582969656,,1,1,-1000,1000,2.981218470250253,5.155209996889591e-05
99,R00156,ATP:UDP phosphotransferase,2.7.4.6,All balanced,1,ATP + UDP <=> ADP + UTP,C00002 + C00015 <=> C00008 + C00075,C10H16N5O13P3 + C9H14N2O12P2 <=> C10H15N5O10P2 + C9H15N2O15P3,0.0,1.0,All balanced,0,2,0,-2.346719552,-0.560880053245312,1.275054033952,0.304745228,1.275052624,0,-59.42363863,54.73019953,,1,1,-1000,1000,406.4423532244828,173.327522238713
100,R00157,Uridine triphosphate:AMP phosphotransferase; UTP:AMP phosphotransferase,2.7.4.10,All balanced,1,UTP + AMP <=> UDP + ADP,C00075 + C00020 <=> C00015 + C00008,C9H15N2O15P3 + C10H14N5O7P <=> C9H14N2O12P2 + C10H15N5O10P2,1.7,1.0,All balanced,0,2,0,-0.212856713,-0.050874031547278,1.279737084736,0.305864504,1.279735672,0,-57.28977579,56.86406237,,1,1,-1000,1000,5.809061438048198,5.394120302628319
101,R00158,ATP:UMP phosphotransferase,2.7.4.4;2.7.4.14;2.7.4.22,All balanced,1,ATP + UMP <=> ADP + UDP,C00002 + C00105 <=> C00008 + C00015,C10H16N5O13P3 + C9H13N2O9P <=> C10H15N5O10P2 + C9H14N2O12P2,1.7,1.0,All balanced,0,2,0,-5.149717148,-1.23081329667489,3.22307276992,0.77033288,3.223069212,0,-62.22663623,51.92720193,,1,1,-1000,1000,0.0,0
